Timestamp,Baseline,Cost-Optimized,Balanced,PV Generation,Rule-Based
2017-01-24 05:00:00+00:00,,,,,
2017-01-24 06:00:00+00:00,,,,,
2017-01-24 07:00:00+00:00,,,,,
2017-01-24 08:00:00+00:00,,,,,
2017-01-24 09:00:00+00:00,,,,,
2017-01-24 10:00:00+00:00,,,,,
2017-01-24 11:00:00+00:00,,,,,
2017-01-24 12:00:00+00:00,,,,,
2017-01-24 13:00:00+00:00,,,,,
2017-01-24 14:00:00+00:00,,,,,
2017-01-24 15:00:00+00:00,,,,,
2017-01-24 16:00:00+00:00,,,,,
2017-01-24 17:00:00+00:00,,,,,
2017-01-24 18:00:00+00:00,,,,,
2017-01-24 19:00:00+00:00,,,,,
2017-01-24 20:00:00+00:00,,,,,
2017-01-24 21:00:00+00:00,,,,,
2017-01-24 22:00:00+00:00,,,,,
2017-01-24 23:00:00+00:00,,,,,
2017-01-25 00:00:00+00:00,,,,,
2017-01-25 01:00:00+00:00,,,,,
2017-01-25 02:00:00+00:00,,,,,
2017-01-25 03:00:00+00:00,,,,,
2017-01-25 04:00:00+00:00,,,,,
2017-01-25 05:00:00+00:00,,,,,
2017-01-25 06:00:00+00:00,,,,,
2017-01-25 07:00:00+00:00,,,,,
2017-01-25 08:00:00+00:00,,,,,
2017-01-25 09:00:00+00:00,,,,,
2017-01-25 10:00:00+00:00,,,,,
2017-01-25 11:00:00+00:00,,,,,
2017-01-25 12:00:00+00:00,,,,,
2017-01-25 13:00:00+00:00,,,,,
2017-01-25 14:00:00+00:00,,,,,
2017-01-25 15:00:00+00:00,,,,,
2017-01-25 16:00:00+00:00,,,,,
2017-01-25 17:00:00+00:00,,,,,
2017-01-25 18:00:00+00:00,,,,,
2017-01-25 19:00:00+00:00,,,,,
2017-01-25 20:00:00+00:00,,,,,
2017-01-25 21:00:00+00:00,,,,,
2017-01-25 22:00:00+00:00,,,,,
2017-01-25 23:00:00+00:00,,,,,
2017-01-26 00:00:00+00:00,,,,,
2017-01-26 01:00:00+00:00,,,,,
2017-01-26 02:00:00+00:00,,,,,
2017-01-26 03:00:00+00:00,,,,,
2017-01-26 04:00:00+00:00,,,,,
2017-01-26 05:00:00+00:00,,,,,
2017-01-26 06:00:00+00:00,,,,,
2017-01-26 07:00:00+00:00,,,,,
2017-01-26 08:00:00+00:00,,,,,
2017-01-26 09:00:00+00:00,,,,,
2017-01-26 10:00:00+00:00,,,,,
2017-01-26 11:00:00+00:00,,,,,
2017-01-26 12:00:00+00:00,,,,,
2017-01-26 13:00:00+00:00,,,,,
2017-01-26 14:00:00+00:00,,,,,
2017-01-26 15:00:00+00:00,,,,,
2017-01-26 16:00:00+00:00,,,,,
2017-01-26 17:00:00+00:00,,,,,
2017-01-26 18:00:00+00:00,,,,,
2017-01-26 19:00:00+00:00,,,,,
2017-01-26 20:00:00+00:00,,,,,
2017-01-26 21:00:00+00:00,,,,,
2017-01-26 22:00:00+00:00,,,,,
2017-01-26 23:00:00+00:00,,,,,
,2.3269999999988613,2.3269999999988613,2.3269999999988613,0.0,2.3269999999988613
,2.8099999999988086,2.8099999999988086,2.8099999999988086,0.0,2.8099999999988086
,2.9550000000023147,2.9550000000023147,2.9550000000023147,0.0,2.9550000000023147
,3.7929999999984148,3.7929999999984148,3.7929999999984148,0.0,3.7929999999984148
,5.7520000000007485,5.7520000000007485,5.7520000000007485,0.0,5.7520000000007485
,6.018999999997959,6.018999999997959,6.018999999997959,0.0,6.018999999997959
,5.881000000002587,5.881000000002587,5.881000000002587,0.0,5.881000000002587
,3.667999999999438,3.667999999999438,3.667999999999438,0.0,3.667999999999438
,5.526999999999589,5.526999999999589,5.526999999999589,0.0,5.526999999999589
,4.670999999999822,4.670999999999822,4.670999999999822,0.0,4.670999999999822
,4.6999999999982265,4.6999999999982265,4.6999999999982265,-0.012000000000625732,4.6999999999982265
,0.1750000000010914,0.1750000000010914,0.1750000000010914,-0.01900000000023283,0.1750000000010914
,4.571000000001277,4.571000000001277,4.571000000001277,-0.019999999998617568,4.571000000001277
,4.928999999997814,4.928999999997814,4.928999999997814,-0.011000000000422006,4.928999999997814
,5.1300000000021555,5.1300000000021555,5.1300000000021555,-0.007999999999810825,5.1300000000021555
,6.488999999998725,6.488999999998725,6.488999999998725,0.0,6.488999999998725
,4.0129999999995505,4.0129999999995505,4.0129999999995505,0.0,4.0129999999995505
,2.711000000000297,2.711000000000297,2.711000000000297,0.0,2.711000000000297
,6.781000000000006,6.781000000000006,6.781000000000006,0.0,6.781000000000006
,5.9540000000022815,5.9540000000022815,5.9540000000022815,0.0,5.9540000000022815
,7.008999999999162,7.008999999999162,7.008999999999162,0.0,7.008999999999162
,4.640000000000612,4.640000000000612,4.640000000000612,0.0,4.640000000000612
,4.869000000000142,4.869000000000142,4.869000000000142,0.0,4.869000000000142
,1.7489999999975225,1.7489999999975225,1.7489999999975225,0.0,1.7489999999975225
,2.4539999999982456,2.4539999999982456,2.4539999999982456,0.0,2.4539999999982456
,1.8530000000001223,1.8530000000001223,1.8530000000001223,0.0,1.8530000000001223
,3.597000000002936,3.597000000002936,3.597000000002936,0.0,3.597000000002936
,3.8109999999992397,3.8109999999992397,3.8109999999992397,0.0,3.8109999999992397
,8.339999999997644,8.339999999997644,8.339999999997644,0.0,8.339999999997644
,14.55600000000203,14.55600000000203,14.55600000000203,0.0,14.55600000000203
,5.183999999997866,5.183999999997866,5.183999999997866,0.0,5.183999999997866
,3.951000000001841,3.951000000001841,3.951000000001841,0.0,3.951000000001841
,3.6489999999989777,3.6489999999989777,3.6489999999989777,0.0,3.6489999999989777
,2.7310000000011883,2.7310000000011883,2.7310000000011883,-0.03900000000066939,2.7310000000011883
,5.289999999998372,5.289999999998372,5.289999999998372,-0.06999999999970896,5.289999999998372
,0.05400000000003047,0.05400000000003047,0.05400000000003047,-0.1040000000011787,0.05400000000003047
,5.744000000001165,5.744000000001165,5.744000000001165,-0.1459999999988213,5.744000000001165
,3.23200000000071,3.23200000000071,3.23200000000071,-0.09799999999995634,3.23200000000071
,5.605000000000132,5.605000000000132,5.605000000000132,-0.031000000000858563,5.605000000000132
,4.100999999999317,4.100999999999317,4.100999999999317,0.0,4.100999999999317
,1.9549999999986198,1.9549999999986198,1.9549999999986198,0.0,1.9549999999986198
,3.2460000000007767,3.2460000000007767,3.2460000000007767,0.0,3.2460000000007767
,13.917999999999267,13.917999999999267,13.917999999999267,0.0,13.917999999999267
,11.513000000000659,11.513000000000659,11.513000000000659,0.0,11.513000000000659
,8.302000000000135,8.302000000000135,8.302000000000135,0.0,8.302000000000135
,5.820999999999231,5.820999999999231,5.820999999999231,0.0,5.820999999999231
,3.0480000000000302,3.0480000000000302,3.0480000000000302,0.0,3.0480000000000302
,1.0520000000004188,1.0520000000004188,1.0520000000004188,0.0,1.0520000000004188
,2.722000000000321,2.722000000000321,2.722000000000321,0.0,2.722000000000321
,2.9539999999986435,2.9539999999986435,2.9539999999986435,0.0,2.9539999999986435
,2.215000000000259,2.215000000000259,2.215000000000259,0.0,2.215000000000259
,3.522000000001185,3.522000000001185,3.522000000001185,0.0,3.522000000001185
,10.057000000000414,10.057000000000414,10.057000000000414,0.0,10.057000000000414
,13.902999999998997,13.902999999998997,13.902999999998997,0.0,13.902999999998997
,4.652999999998997,4.652999999998997,4.652999999998997,0.0,4.652999999998997
,4.616000000000554,4.616000000000554,4.616000000000554,0.0,4.616000000000554
,4.2500000000021885,4.2500000000021885,4.2500000000021885,0.0,4.2500000000021885
,5.1269999999976505,5.1269999999976505,5.1269999999976505,0.0,5.1269999999976505
,6.421999999999741,6.421999999999741,6.421999999999741,0.0,6.421999999999741
,0.052000000000475666,0.052000000000475666,0.052000000000475666,0.0,0.052000000000475666
,4.671000000003005,4.671000000003005,4.671000000003005,0.0,4.671000000003005
,5.500999999997134,5.500999999997134,5.500999999997134,0.0,5.500999999997134
,5.99299999999954,5.99299999999954,5.99299999999954,0.0,5.99299999999954
,4.413000000000636,4.413000000000636,4.413000000000636,0.0,4.413000000000636
,2.195000000001471,2.195000000001471,2.195000000001471,0.0,2.195000000001471
,3.5150000000003843,3.5150000000003843,3.5150000000003843,0.0,3.5150000000003843
,5.788999999997998,5.788999999997998,5.788999999997998,0.0,5.788999999997998
,5.228000000000691,5.228000000000691,5.228000000000691,0.0,5.228000000000691
,5.610000000001776,5.610000000001776,5.610000000001776,0.0,5.610000000001776
,4.108999999998105,4.108999999998105,4.108999999998105,0.0,4.108999999998105
,3.373000000000161,3.373000000000161,3.373000000000161,0.0,3.373000000000161
,0.9029999999993379,0.9029999999993379,0.9029999999993379,0.0,0.9029999999993379
,2.0420000000020764,2.0420000000020764,2.0420000000020764,0.0,2.0420000000020764
,4.7899999999980025,4.7899999999980025,4.7899999999980025,0.0,4.7899999999980025
,3.273000000002014,3.273000000002014,3.273000000002014,0.0,3.273000000002014
,3.8000000000000114,3.8000000000000114,3.8000000000000114,0.0,3.8000000000000114
,7.538999999998396,7.538999999998396,7.538999999998396,0.0,7.538999999998396
,7.699000000001888,7.699000000001888,7.699000000001888,0.0,7.699000000001888
,5.3549999999980855,5.3549999999980855,5.3549999999980855,0.0,5.3549999999980855
,5.409999999999457,5.409999999999457,5.409999999999457,0.0,5.409999999999457
,4.811000000002878,4.811000000002878,4.811000000002878,0.0,4.811000000002878
,2.512999999999124,2.512999999999124,2.512999999999124,-0.011999999998806743,2.512999999999124
,5.372000000000185,5.372000000000185,5.372000000000185,-0.027000000000043656,5.372000000000185
,0.08299999999923102,0.08299999999923102,0.08299999999923102,-0.03900000000066939,0.08299999999923102
,5.69099999999986,5.69099999999986,5.69099999999986,-0.05099999999947613,5.69099999999986
,3.8289999999992688,3.8289999999992688,3.8289999999992688,-0.020000000000436557,3.8289999999992688
,6.424999999999841,6.424999999999841,6.424999999999841,0.0,6.424999999999841
,5.058999999998832,5.058999999998832,5.058999999998832,0.0,5.058999999998832
,2.812000000002513,2.812000000002513,2.812000000002513,0.0,2.812000000002513
,3.380999999998494,3.380999999998494,3.380999999998494,0.0,3.380999999998494
,6.662000000001456,6.662000000001456,6.662000000001456,0.0,6.662000000001456
,6.071000000000481,6.071000000000481,6.071000000000481,0.0,6.071000000000481
,5.941999999999837,5.941999999999837,5.941999999999837,0.0,5.941999999999837
,4.771999999999537,4.771999999999537,4.771999999999537,0.0,4.771999999999537
,2.571000000001277,2.571000000001277,2.571000000001277,0.0,2.571000000001277
,1.2229999999966594,1.2229999999966594,1.2229999999966594,0.0,1.2229999999966594
,2.4280000000010773,2.4280000000010773,2.4280000000010773,0.0,2.4280000000010773
,1.969999999998663,1.969999999998663,1.969999999998663,0.0,1.969999999998663
,3.370000000000175,3.370000000000175,3.370000000000175,0.0,3.370000000000175
,4.471000000000743,4.471000000000743,4.471000000000743,0.0,4.471000000000743
,7.548000000000002,7.548000000000002,7.548000000000002,0.0,7.548000000000002
,5.959000000000287,5.959000000000287,5.959000000000287,0.0,5.959000000000287
,6.248999999999512,6.248999999999512,6.248999999999512,0.0,6.248999999999512
,2.6570000000006075,2.6570000000006075,2.6570000000006075,0.0,2.6570000000006075
,4.42100000000147,4.42100000000147,4.42100000000147,0.0,4.42100000000147
,4.711000000000695,4.711000000000695,4.711000000000695,-0.031000000000858563,4.711000000000695
,4.488999999999123,4.488999999999123,4.488999999999123,-0.05099999999947613,4.488999999999123
,0.16899999999901638,0.16899999999901638,0.16899999999901638,-0.05799999999908323,0.16899999999901638
,5.611000000001752,5.611000000001752,5.611000000001752,-0.03900000000066939,5.611000000001752
,4.855000000000132,4.855000000000132,4.855000000000132,-0.08599999999933061,4.855000000000132
,5.200999999997805,5.200999999997805,5.200999999997805,-0.03499999999985448,5.200999999997805
,4.838000000000932,4.838000000000932,4.838000000000932,0.0,4.838000000000932
,2.4729999999991037,2.4729999999991037,2.4729999999991037,0.0,2.4729999999991037
,2.650999999999385,2.650999999999385,2.650999999999385,0.0,2.650999999999385
,5.5470000000000255,5.5470000000000255,5.5470000000000255,0.0,5.5470000000000255
,3.8489999999997053,3.8489999999997053,3.8489999999997053,0.0,3.8489999999997053
,5.30900000000247,5.30900000000247,5.30900000000247,0.0,5.30900000000247
,3.712000000000671,3.712000000000671,3.712000000000671,0.0,3.712000000000671
,1.1479999999990014,1.1479999999990014,1.1479999999990014,0.0,1.1479999999990014
,2.7300000000007003,2.7300000000007003,2.7300000000007003,0.0,2.7300000000007003
